Phase;Total elapsed time (s);Phase elapsed time (s);Vehicle speed (km/h);Acceleration (m/s²);Acceleration (km/h/s);Gradient (%);Height (m)
Middle;864;275;72,3;0,24;0,85;-3,41835427;41,51689657
Middle;865;276;72,8;0,15;0,55;-3,435472498;41,17334932
Middle;866;277;73,4;0,25;0,9;-3,452073356;40,82814198
Middle;867;278;74,6;0,36;1,3;-3,468154344;40,48132655
Middle;868;279;76;0,28;1;-3,483713041;40,13295524
Middle;869;280;76,6;0,07;0,25;-3,498747104;39,78308053
Middle;870;281;76,5;-0,06;-0,2;-3,513254268;39,4317551
Middle;871;282;76,2;-0,1;-0,35;-3,527232349;39,07903187
Middle;872;283;75,8;-0,11;-0,4;-3,540679242;38,72496395
Middle;873;284;75,4;-0,14;-0,5;-3,553592922;38,36960465
Middle;874;285;74,8;-0,21;-0,75;-3,565971443;38,01300751
Middle;875;286;73,9;-0,29;-1,05;-3,577812943;37,65522621
Middle;876;287;72,7;-0,36;-1,3;-3,589115637;37,29631465
Middle;877;288;71,3;-0,32;-1,15;-3,599877823;36,93632687
Middle;878;289;70,4;-0,18;-0,65;-3,610097881;36,57531708
Middle;879;290;70;-0,06;-0,2;-3,619774272;36,21333965
Middle;880;291;70;-0,14;-0,5;-3,628905537;35,8504491
Middle;881;292;69;-0,28;-1;-3,637490303;35,48670007
Middle;882;293;68;-0,14;-0,5;-3,645527277;35,12214734
Middle;883;294;68;0;0;-3,653015247;34,75684582
Middle;884;295;68;0,01;0,05;-3,659953087;34,39085051
Middle;885;296;68,1;0,06;0,2;-3,666339751;34,02421653
Middle;886;297;68,4;0,07;0,25;-3,672174278;33,65699911
Middle;887;298;68,6;0,04;0,15;-3,677455789;33,28925353
Middle;888;299;68,7;-0,01;-0,05;-3,682183489;32,92103518
Middle;889;300;68,5;-0,08;-0,3;-3,686356665;32,55239951
Middle;890;301;68,1;-0,17;-0,6;-3,68997469;32,18340204
Middle;891;302;67,3;-0,26;-0,95;-3,693037018;31,81409834
Middle;892;303;66,2;-0,35;-1,25;-3,695543188;31,44454402
Middle;893;304;64,8;-0,36;-1,3;-3,697492823;31,07479474
Middle;894;305;63,6;-0,31;-1,1;-3,698885629;30,70490618
Middle;895;306;62,6;-0,21;-0,75;-3,699721397;30,33493404
Middle;896;307;62,1;-0,1;-0,35;-3,7;29,96493404
Middle;897;308;61,9;-0,03;-0,1;-3,699721397;29,5949619
Middle;898;309;61,9;-0,01;-0,05;-3,698885629;29,22507333
Middle;899;310;61,8;-0,06;-0,2;-3,697492823;28,85532405
Middle;900;311;61,5;-0,13;-0,45;-3,695543188;28,48576973
Middle;901;312;60,9;-0,25;-0,9;-3,693037018;28,11646603
Middle;902;313;59,7;-0,88;-3,15;-3,68997469;27,74746856
Middle;903;314;54,6;-1,44;-5,2;-3,686356665;27,3788329
Middle;904;315;49,3;-1,35;-4,85;-3,682183489;27,01061455
Middle;905;316;44,9;-0,97;-3,5;-3,677455789;26,64286897
Middle;906;317;42,3;-0,49;-1,75;-3,672174278;26,27565154
Middle;907;318;41,4;-0,14;-0,5;-3,666339751;25,90901756
Middle;908;319;41,3;0,1;0,35;-3,659953087;25,54302226
Middle;909;320;42,1;0,47;1,7;-3,653015247;25,17772073
Middle;910;321;44,7;0,88;3,15;-3,645527277;24,813168
Middle;911;322;48,4;0,93;3,35;-3,637490303;24,44941897
Middle;912;323;51,4;0,6;2,15;-3,628905537;24,08652842
Middle;913;324;52,7;0,36;1,3;-3,619774272;23,72455099
Middle;914;325;54;0,6;2,15;-3,610097881;23,3635412
Middle;915;326;57;0,57;2,05;-3,599877823;23,00355342
Middle;916;327;58,1;0,31;1,1;-3,589115637;22,64464186
Middle;917;328;59,2;0,13;0,45;-3,577812943;22,28686056
Middle;918;329;59;-0,01;-0,05;-3,565971443;21,93026342
Middle;919;330;59,1;0,07;0,25;-3,553592922;21,57490413
Middle;920;331;59,5;0,19;0,7;-3,540679242;21,2208362
Middle;921;332;60,5;0,39;1,4;-3,527232349;20,86811297
Middle;922;333;62,3;0,47;1,7;-3,513254268;20,51678754
Middle;923;334;63,9;0,39;1,4;-3,498747104;20,16691283
Middle;924;335;65,1;0,03;0,1;-3,483713041;19,81854153
Middle;925;336;64,1;-0,33;-1,2;-3,468154344;19,47172609
Middle;926;337;62,7;-0,29;-1,05;-3,452073356;19,12651876
Middle;927;338;62;-0,19;-0,7;-3,435472498;18,78297151
Middle;928;339;61,3;-0,15;-0,55;-3,41835427;18,44113608
Middle;929;340;60,9;-0,11;-0,4;-3,400721251;18,10106396
Middle;930;341;60,5;-0,1;-0,35;-3,382576096;17,76280635
Middle;931;342;60,2;-0,1;-0,35;-3,363921537;17,42641419
Middle;932;343;59,8;-0,11;-0,4;-3,344760385;17,09193815
Middle;933;344;59,4;-0,17;-0,6;-3,325095523;16,7594286
Middle;934;345;58,6;-0,26;-0,95;-3,304929914;16,42893561
Middle;935;346;57,5;-0,28;-1;-3,284266595;16,10050895
Middle;936;347;56,6;-0,21;-0,75;-3,263108678;15,77419808
Middle;937;348;56;-0,15;-0,55;-3,241459349;15,45005215
Middle;938;349;55,5;-0,14;-0,5;-3,219321867;15,12811996
Middle;939;350;55;-0,15;-0,55;-3,196699568;14,80845
Middle;940;351;54,4;-0,13;-0,45;-3,173595857;14,49109042
Middle;941;352;54,1;-0,06;-0,2;-3,150014214;14,176089
Middle;942;353;54;-0,03;-0,1;-3,125958191;13,86349318
Middle;943;354;53,9;-0,01;-0,05;-3,101431411;13,55335004
Middle;944;355;53,9;0,01;0,05;-3,076437566;13,24570628
Middle;945;356;54;0,04;0,15;-3,05098042;12,94060824
Middle;946;357;54,2;0,14;0,5;-3,025063809;12,63810186
Middle;947;358;55;0,22;0,8;-2,998691634;12,33823269
Middle;948;359;55,8;0,17;0,6;-2,971867866;12,04104591
Middle;949;360;56,2;0,04;0,15;-2,944596547;11,74658625
Middle;950;361;56,1;-0,15;-0,55;-2,916881782;11,45489807
Middle;951;362;55,1;-0,47;-1,7;-2,888727746;11,1660253
Middle;952;363;52,7;-0,93;-3,35;-2,860138677;10,88001143
Middle;953;364;48,4;-1,33;-4,8;-2,831118883;10,59689954
Middle;954;365;43,1;-1,47;-5,3;-2,801672732;10,31673227
Middle;955;366;37,8;-1,47;-5,3;-2,77180466;10,0395518
Middle;956;367;32,5;-1,47;-5,3;-2,741519164;9,765399888
Middle;957;368;27,2;-1,03;-3,7;-2,710820805;9,494317808
Middle;958;369;25,1;-0,17;-0,6;-2,679714207;9,226346387
Middle;959;370;26;0,58;2,1;-2,648204054;8,961525981
Middle;960;371;29,3;1,19;4,3;-2,61629509;8,699896472
Middle;961;372;34,6;1,54;5,55;-2,583992123;8,44149726
Middle;962;373;40,4;1,49;5,35;-2,551300016;8,186367259
Middle;963;374;45,3;1,19;4,3;-2,518223692;7,934544889
Middle;964;375;49;0,81;2,9;-2,484768133;7,686068076
Middle;965;376;51,1;0,43;1,55;-2,450938377;7,440974238
Middle;966;377;52,1;0,15;0,55;-2,416739519;7,199300287
Middle;967;378;52,2;0;0;-2,382176709;6,961082616
Middle;968;379;52,1;-0,07;-0,25;-2,347255151;6,726357101
Middle;969;380;51,7;-0,17;-0,6;-2,311980106;6,49515909
Middle;970;381;50,9;-0,35;-1,25;-2,276356885;6,267523401
Middle;971;382;49,2;-0,69;-2,5;-2,240390853;6,043484316
Middle;972;383;45,9;-1,19;-4,3;-2,204087427;5,823075573
Middle;973;384;40,6;-1,47;-5,3;-2,167452073;5,606330366
Middle;974;385;35,3;-1,47;-5,3;-2,130490308;5,393281335
Middle;975;386;30;-1,47;-5,3;-2,0932077;5,183960565
Middle;976;387;24,7;-1,49;-5,35;-2,055609862;4,978399579
Middle;977;388;19,3;-1,21;-4,35;-2,017702457;4,776629333
Middle;978;389;16;-0,85;-3,05;-1,979491194;4,578680214
Middle;979;390;13,2;-0,74;-2,65;-1,940981826;4,384582031
Middle;980;391;10,7;-0,61;-2,2;-1,902180154;4,194364016
Middle;981;392;8,8;-0,49;-1,75;-1,86309202;4,008054814
Middle;982;393;7,2;-0,46;-1,65;-1,823723311;3,825682483
Middle;983;394;5,5;-0,56;-2;-1,784079957;3,647274487
Middle;984;395;3,2;-0,61;-2,2;-1,744167926;3,472857695
Middle;985;396;1,1;-0,44;-1,6;-1,703993231;3,302458372
Middle;986;397;0;-0,15;-0,55;-1,66356192;3,13610218
Middle;987;398;0;0;0;-1,622880083;2,973814171
Middle;988;399;0;0;0;-1,581953846;2,815618787
Middle;989;400;0;0;0;-1,540789372;2,66153985
Middle;990;401;0;0;0;-1,499392862;2,511600563
Middle;991;402;0;0;0;-1,457770548;2,365823509
Middle;992;403;0;0;0;-1,4159287;2,224230639
Middle;993;404;0;0;0;-1,373873618;2,086843277
Middle;994;405;0;0;0;-1,331611635;1,953682113
Middle;995;406;0;0;0;-1,289149117;1,824767202
Middle;996;407;0;0;0;-1,246492458;1,700117956
Middle;997;408;0;0;0;-1,203648081;1,579753148
Middle;998;409;0;0;0;-1,160622439;1,463690904
Middle;999;410;0;0;0;-1,117422012;1,351948703
Middle;1000;411;0;0;0;-1,074053306;1,244543372
Middle;1001;412;0;0;0;-1,030522851;1,141491087
Middle;1002;413;0;0;0;-0,986837203;1,042807367
Middle;1003;414;0;0;0;-0,943002941;0,948507073
Middle;1004;415;0;0;0;-0,899026666;0,858604406
Middle;1005;416;0;0;0;-0,854915001;0,773112906
Middle;1006;417;0;0;0;-0,810674589;0,692045447
Middle;1007;418;0;0;0;-0,766312092;0,615414238
Middle;1008;419;0;0;0;-0,721834191;0,543230819
Middle;1009;420;0;0;0;-0,677247585;0,47550606
Middle;1010;421;0;0;0;-0,632558988;0,412250161
Middle;1011;422;0;0;0;-0,58777513;0,353472648
Middle;1012;423;0;0;0;-0,542902755;0,299182373
Middle;1013;424;0;0;0;-0,497948621;0,249387511
Middle;1014;425;0;0;0;-0,452919498;0,204095561
Middle;1015;426;0;0;0;-0,407822167;0,163313344
Middle;1016;427;0;0;0;-0,362663419;0,127047002
Middle;1017;428;0;0;0;-0,317450056;0,095301997
Middle;1018;429;0;0;0;-0,272188885;0,068083108
Middle;1019;430;0;0;0;-0,226886724;0,045394436
Middle;1020;431;0;0;0;-0,181550395;0,027239396
Middle;1021;432;0;0;0;-0,136186725;0,013620724
Middle;1022;433;0;0;0;-0,090802546;0,004540469
